received,global time,len of queue,logical clock time
SEND TO B,1678252401.789716,0,378
SEND TO B,1678252401.9566789,0,379
SEND TO B,1678252402.123735,0,380
SEND TO A,1678252402.2906759,0,381
SEND TO B,1678252402.2909691,0,382
INTERNAL EVENT,1678252402.4576268,0,383
SEND TO B,1678252402.624686,0,384
SEND TO B,1678252402.7916229,0,385
SEND TO B,1678252402.9587588,0,386
SEND TO A,1678252403.127337,0,387
SEND TO B,1678252403.136174,0,388
SEND TO B,1678252403.294056,0,389
SEND TO A,1678252403.4608588,0,390
SEND TO B,1678252403.461317,0,391
INTERNAL EVENT,1678252403.627696,0,392
SEND TO A,1678252403.794654,0,393
SEND TO A,1678252403.9616451,0,394
SEND TO B,1678252403.961834,0,395
SEND TO B,1678252404.128627,0,396
INTERNAL EVENT,1678252404.2956119,0,397
INTERNAL EVENT,1678252404.462593,0,398
SEND TO B,1678252404.629645,0,399
SEND TO A,1678252404.796741,0,400
SEND TO B,1678252404.797023,0,401
INTERNAL EVENT,1678252404.9636018,0,402
SEND TO A,1678252405.130626,0,403
INTERNAL EVENT,1678252405.2976341,0,404
SEND TO A,1678252405.464643,0,405
SEND TO A,1678252405.631648,0,406
INTERNAL EVENT,1678252405.79859,0,407
SEND TO A,1678252405.965618,0,408
SEND TO A,1678252406.13263,0,409
SEND TO B,1678252406.132788,0,410
SEND TO B,1678252406.2996202,0,411
SEND TO A,1678252406.4667158,0,412
INTERNAL EVENT,1678252406.633603,0,413
INTERNAL EVENT,1678252406.800586,0,414
SEND TO A,1678252406.967624,0,415
SEND TO B,1678252406.967763,0,416
SEND TO B,1678252407.1346428,0,417
SEND TO A,1678252407.301682,0,418
SEND TO B,1678252407.30197,0,419
INTERNAL EVENT,1678252407.468603,0,420
SEND TO B,1678252407.635743,0,421
INTERNAL EVENT,1678252407.802589,0,422
INTERNAL EVENT,1678252407.969554,0,423
SEND TO B,1678252408.1366441,0,424
SEND TO B,1678252408.3036659,0,425
INTERNAL EVENT,1678252408.47061,0,426
SEND TO A,1678252408.637664,0,427
SEND TO B,1678252408.638217,0,428
SEND TO B,1678252408.804642,0,429
SEND TO A,1678252408.971654,0,430
SEND TO B,1678252408.9718342,0,431
INTERNAL EVENT,1678252409.138588,0,432
SEND TO B,1678252409.3056378,0,433
SEND TO A,1678252409.4726331,0,434
SEND TO B,1678252409.472791,0,435
INTERNAL EVENT,1678252409.639597,0,436
SEND TO A,1678252409.8066208,0,437
SEND TO B,1678252409.806782,0,438
